codbottle;volume;weight;product;ALTEZZAMAX;DIAMETROMAX;DESCRIZIONECOLLO;GASATURAPROVV;TIPOFONDODESC;UNITAMISURA;bottletype;DESCPIANTA;DENOMPROVVBOTT;;FILLLEVEL;ALTEZZAPETALO;CODIMPUGNATURA;VOLUMERASOBOCCA;COD_TIPO_BOTTIGLIA;SPALLA;DISEGNOCOLLO
C200839_02;1000;29;BIBITA GASATA;272,8;84;COLLO PCO SECONDO DIS. CLIENTE;3,8;PETALOIDE;ml;MULTIPRODUCT;TONDA;SAN MIGUEL INDUSTRIAL ECUADORSANMINDEC S.A. - TETRIS 1000 ml, 1881 - 29g;;45,2;33;PI;1030,1;MP;CONICA;PCO-CLIENTE
C010874_00;6000;65;ACQUA PIATTA;356,33;171;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;SAN MIGUEL INDUSTRIAS PET SA - SMI Peru - Bidones Dasani - 6L - Ciel;;54,1;;;6161,5;ND;CONVESSA;DIS.CLIENTE
C007312_03;6000;65;ACQUA PIATTA;358;171;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;SAN MIGUEL INDUSTRIAS PET SA - SMI Peru - Bidones Dasani - 6L - Ciel;;56;;;6181,9;ND;CONVESSA;DIS.CLIENTE
C010872_00;500;18,5;BIBITA GASATA;224,06;65,5;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;FANTA SLIDER;TONDA;COCA COLA BEVERAGES AFRICA - CCBA (Malawi) - 500 ml FANTA (DIMENS 500 ML COKE);;40,2;23;PI;26,7;FL;CONVESSA;DIS.CLIENTE
C010871_00;500;18,5;BIBITA GASATA;224,06;65,5;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;SPRITE REFRESH;TONDA;COCA COLA BEVERAGES AFRICA - CCBA (Malawi) - 500 ml SPRITE (DIMENS 500 ML COKE);;38;23;1;522,7;SH;CONCAVA;DIS.CLIENTE
C010382_04;750;37,5;ALTRO;238;86;28mm PCO CORVAGLIA;2,5;PETALOIDE;ml;NON DEFINITA;TONDA;San Matteo S.p.A. 750 ml;;44,7;35;0;771,1;ND;CONICA;N000140_87
C301939_02;750;80;ALTRO;295;76,2;28mm PCO 1810;0;NON STANDARD;ml;NON DEFINITA;TONDA;Hesheng FLAT BASE BOTTLE - 750ml;;;;;789;ND;CONCAVA;N000013_86
C301949_01;560;19,3;ACQUA PIATTA;222;64,3;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;DINGHU - 560ml;;24;;;571,9;ND;CONVESSA;NOV-30/25 CLI
C010869_00;500;14;ACQUA PIATTA;219,56;65,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Hindustan Coca-Cola Beverages Private Limited (HCCBPL) - COCA COLA GOA 500 ML FOR WATER LINE;;38,7;;PI;523,7;ND;CONCAVA;DIS.CLIENTE
C010870_00;1000;21,64;ACQUA PIATTA;270,54;82,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;Hindustan Coca-Cola Beverages Private Limited (HCCBPL) - COCA COLA GOA 500 ML FOR WATER LINE;;36,2;;PI;1019,6;ND;CONCAVA;DIS.CLIENTE
C010867_01;1000;94;ACQUA GASATA;240,3;85;38mm 2 LEADS;4;NON STANDARD;ml;NON DEFINITA;TONDA;SodaStream Industries Ltd. - 1000ml Tritan - ciblab;;72,8;;;1016;ND;CONVESSA;N000283_02
C301949_00;560;19,3;ACQUA PIATTA;222;64,3;COLLO NOV-30/25 SECONDO DIS. CLIENTE;0;NON STANDARD;ml;NON DEFINITA;TONDA;DINGHU - 560ml;;24;;;571,8;ND;CONVESSA;NOV-30/25 CLI
C301951_00;950;61,5;LATTE;233,83;86;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;POLIGONALE;JUNLEBAO - 950ml MILK;;37;;;983,7;ND;CONVESSA;38 mm CLIENTE
C301950_00;450;30,5;LATTE;164;73;COLLO 38 mm SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;POLIGONALE;JUNLEBAO - 450ml MILK;;34,2;;;483,2;ND;CONVESSA;38 mm CLIENTE
C010867_00;1000;94;ACQUA GASATA;240,3;85;38mm 2 LEADS;4;NON STANDARD;ml;NON DEFINITA;TONDA;SodaStream Industries Ltd. - 1000ml Tritan - ciblab;;72,8;;;1016;ND;CONVESSA;N000283_02
C010868_00;440;19,5;BIBITA GASATA;215;65,2;COLLO PCO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;THIRSTI 440 ML CSD - WOOLWORTHS;;42,5;23;;468;ND;CONCAVA;PCO-CLIENTE
C010857_00;1500;36,5;ACQUA GASATA;335;106;COLLO PCO SECONDO DIS. CLIENTE;2,5;PETALOIDE;ml;NON DEFINITA;TONDA;ZAIMELLA DEL ECUADOR Feasibility Vivant Mineral 1500 ml, 36,5g;;57;35;0;1531,4;ND;NON STANDARD;PCO-CLIENTE
C010858_00;550;19,5;ACQUA GASATA;248;72,6;COLLO PCO SECONDO DIS. CLIENTE;2,5;PETALOIDE;ml;NON DEFINITA;TONDA;ZAIMELLA DEL ECUADOR Feasibility Vivant Mineral 550 ml, 19,5g;;42;25;0;570,5;ND;NON STANDARD;PCO-CLIENTE
C010865_00;50;12,3;ALTRO;76;37;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;LUCE 50 ml - disegno bottiglia - Ho.bag srl;;22,1;;0;59,9;SW;NON STANDARD;N000011_33
C010864_00;100;16,5;ALTRO;110;41;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;LUCE 100 ml - disegno bottiglia - Ho.bag srl;;25,8;;0;115,8;SW;NON STANDARD;N000011_33
C301946_01;100;13;ALTRO;96;49,6;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 100ml Circle bottle;;33;;;125,8;ND;CONVESSA;DIS.CLIENTE
C301942_01;100;13;ALTRO;100;44;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;QUADRA;TingHsin - 100ml Square bottle;;33;;;125;ND;NON STANDARD;DIS.CLIENTE
C010852_00;250;21;ALTRO;88,1;64,2;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho bag Srl NORA 200 ml;;20,7;;0;215,1;SW;NON STANDARD;N000011_33
C010851_01;250;23;ALTRO;106,5;64,2;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho bag Srl NORA 250 ml;;23,7;;0;274,7;SW;NON STANDARD;N000011_33
C010853_01;500;34;ALTRO;184,2;64,2;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho bag Srl NORA 500 ml;;22;;0;515,5;SW;NON STANDARD;N000011_33
C010860_00;1800;44;OLIO;303;100;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;OLIO;TONDA;Nuova Bottiglia Olio 1,8 L SOCIETE PRIMA HUILES;;33;;EG;1837,1;OL;CONICA;38 mm CLIENTE
C010816_01;440;28,5;SUCCO;187;65,11;28mm PCO 1881;0;PIATTO;ml;STRAIGHT WALL;TONDA;SODASTREAM INTERNATIONAL LTD. - Bottiglia 440ml;;47,2;;;486,3;SW;CONVESSA;N000290_12
C010659_01;300;23;ALTRO;122;64,2;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho bag Srl NORA 300 ml;;23,2;;0;323,4;SW;NON STANDARD;N000011_33
C010820_01;100;12,3;ALTRO;113,4;39;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 100 ml - disegno bottiglia - Ho.bag srl;;22,8;;0;110;SW;NON STANDARD;N000011_33
C010822_01;150;16,5;ALTRO;136,1;43;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 150 ml - disegno bottiglia - Ho.bag srl;;24,9;;0;163;SW;NON STANDARD;N000011_33
C010823_01;200;21;ALTRO;150,5;47;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 200 ml - disegno bottiglia - Ho.bag srl;;27;;0;215;SW;NON STANDARD;N000011_33
C010824_01;250;23;ALTRO;159,8;51;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 250 ml - disegno bottiglia - Ho.bag srl;;29,5;;0;269,2;SW;NON STANDARD;N000011_33
C009513_03;1000;41;DETERGENTE;225,5;89,05;28 mm SP 410;0;PIATTO;ml;NON DEFINITA;TRIANGOLARE;Dasty - 1000 ml Bermuda;;38,5;;0;1040,8;ND;CONICA;N000067_18
C010621_04;750;38;DETERGENTE;249,5;93,4;28mm SP 410;0;PIATTO;ml;NON DEFINITA;OVALE;OLYOAK 750 ML DAYLIGHT UNILEVER COLLO UL - POLYOAK PACKAGING (Johannesburg);;44,4;;PI;805;ND;NON STANDARD;N000122_19
C010848_00;500;14;ACQUA PIATTA;219,56;65,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;HCCB Goe-500ml water bottle;;36;;PI;520;ND;CONCAVA;DIS.CLIENTE
C010854_00;1000;21,64;ACQUA PIATTA;270,54;82,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;HCCB Goe-1000ml water bottle;;40,7;;PI;1025;ND;CONCAVA;DIS.CLIENTE
C010856_00;2000;28,7;ACQUA PIATTA;331,56;104;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;HCCB Goe-2000ml water bottle;;42,7;;PI;2035;ND;CONCAVA;DIS.CLIENTE
C010847_01;500;25;ALTRO;183,1;68;29mm OIL;0;PIATTO;;NON DEFINITA;TONDA;GEPACK - 1 cav MIK 500ml;;22,2;;0;509,6;ND;CONVESSA;N000006_56
C010855_01;1000;25;OLIO;245;80;29mm OIL;0;PIATTO;ml;NON DEFINITA;TONDA;GEPACK - 1 cav MIK 1000ml;;22;;0;1003,2;ND;CONICA;N000006_56
C010753_03;395;15;ACQUA PIATTA;208;63;COLLO PCO SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;ZAIMELLA DEL ECUADOR - Design and feasibility of Vivant 350 ml bottle;;36,9;20;PI;415;ND;CONVESSA;PCO-CLIENTE
C010855_00;1000;25;OLIO;245;80;29mm OIL;0;PIATTO;ml;NON DEFINITA;TONDA;GEPACK - 1 cav MIK 1000ml;;11,7;;0;1003,2;ND;CONICA;N000006_56
C010851_00;250;23;ALTRO;107;64,2;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho bag Srl NORA 250 ml;;23,7;;0;272,6;SW;NON STANDARD;N000011_33
C010843_00;1350;62;DETERGENTE;253,1;117;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;Bigbang 1350 ml - SERIOPLAST GLOBAL SERVICES SPA;;47,4;;PI;1476,2;ND;NON STANDARD;DIS.CLIENTE
C010842_00;1000;46,2;DETERGENTE;209,8;117;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;Bigbang 1000 ml - SERIOPLAST GLOBAL SERVICES SPA;;39,8;;PI;1093,4;ND;NON STANDARD;DIS.CLIENTE
C010841_00;750;38;DETERGENTE;201,9;93;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;Bigbang 750ml - SERIOPLAST GLOBAL SERVICES SPA;;45,8;;PI;867,5;ND;NON STANDARD;DIS.CLIENTE
C010853_00;500;34;ALTRO;185;64,2;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;Ho bag Srl NORA 500 ml;;22;;0;515,5;SW;NON STANDARD;N000011_33
C010690_03;5000;65;ACQUA PIATTA;360;155;38 mm BERICAP VER.85;0;PIATTO;ml;NON DEFINITA;TONDA;BOUGLEZ SARL - FPS/ BOUGLEZ 5L SMW;;49,6;34;0;5098,5;ND;CONVESSA;N000036_85
C010850_00;300;30,5;DETERGENTE;175;114;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;OVALE;ITALCHIMICA SRL UNIPERSONALE - Italchimica 3 - 300ml;;35,9;;0;655,4;ND;CONICA;DIS.CLIENTE
C010849_00;6000;75;ACQUA PIATTA;415;170;COLLO 38 mm SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;RETTANGOLARE;«Åguas das Caldas de Penacova, Lda. - PENACOVA #3 - DIS - 6L;;56,3;;0;6122,5;ND;CONVESSA;38 mm CLIENTE
C010788_01;5000;64;ACQUA PIATTA;359;170;COLLO 38 mm SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;RETTANGOLARE;«Åguas das Caldas de Penacova, Lda. - PENACOVA #3 - DIS - 5L;;57,1;;0;1585,8;ND;CONVESSA;38 mm CLIENTE
C010840_01;75;12,3;ALTRO;129,4;34;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;HO.BAG - PEGASO 75 ml;;25,5;;0;87,1;SW;CONVESSA;N000011_33
PC000593_00;275;14;BIBITA GASATA;167;59;28mm PCO 1881;4;PETALOIDE;ml;NON DEFINITA;TONDA;Nativa-Milotur 275cc CSD mold NIX;;35;19;1;292,4;ND;CONCAVA;N000051_86
C010801_01;7000;85;ACQUA PIATTA;395;171,5;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;LINEAR BLOWER 7L WATER NATURALIS CROATIA;;48,5;39;;7092,5;ND;NON STANDARD;DIS.CLIENTE
C301135_04;5000;76;ACQUA PIATTA;339,4;160;38 mm BERICAP VER.07;;PIATTO;ml;NON DEFINITA;TONDA;Nestl«˘ - 5L Water Bottle;;43;;;5135;ND;CONVESSA;N300036_07
C010736_02;355;14,5;SUCCO;197,5;59,5;28mm PCO 1881 HF;0,3;PIATTO;ml;NON DEFINITA;TONDA;URC VIETNAM CO - 355ml Nitro HF bottle;;36,9;23,49;PI;387,1;ND;CONVESSA;N000051_69
C010810_00;5250;90;OLIO;327,7;176;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;OLIO;RETTANGOLARE;QCAP (PTY) LTD T/A QPET - QCAP (QPET) - 5L con spalla intercambiabile;;55,3;;;5362,9;OL;CONVESSA;DIS.CLIENTE
C010846_00;620;21;BIBITA GASATA;240;68;COLLO PCO SECONDO DIS. CLIENTE;0,8;PETALOIDE;ml;NON DEFINITA;TONDA;AJE COLOMBIA 620ml, Fondo SIPA 620 ML L06F;;41,9;18;;657,2;ND;CONICA;PCO-CLIENTE
PC000592_00;200;16;ALTRO;143,4;51;38mm 2 LEADS;0;PIATTO;ml;NON DEFINITA;TONDA;PT MAYORA INDAH Lightweight 200ml CF bottle from 16g to 11.5g;;27,7;;;224,4;ND;CONVESSA;N000187_22
C010840_00;75;12,3;ALTRO;129,4;32;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;HO.BAG - PEGASO 75 ml;;26,5;;0;87;SW;CONVESSA;N000011_33
C010828_01;350;20,24;BIBITA GASATA;191,5;59;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;CONTOUR MODERN;TONDA;COCA COLA BEVERAGES MALAWI 350 ML COKE - COCA COLA BEVERAGES AFRICA;;32,5;21,5;;365;CM;CONCAVA;DIS.CLIENTE
C009513_02;1000;41;DETERGENTE;228,5;89,05;28 mm SP 410;0;PIATTO;;NON DEFINITA;TRIANGOLARE;Dasty - 1000 ml Bermuda;;39;;0;1041,7;ND;CONICA;N000067_18
C201144_03;60;93,07;ALTRO;238,89;151,82;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;fl Oz;COLLO SOFFIATO;RETTANGOLARE;60oz - Ring Container;;0;;;66,65;CO;NON STANDARD;DIS.CLIENTE
C010811_02;330;18;LATTE;143;65;COLLO 38 mm SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;330 ml starbaks - FIBOSA - Company C.F.I.-2001, S.L. (CORPORACI«?N FIBOSA INTERNACIONAL) (Girona);;33,8;;0;372,2;ND;CONVESSA;38 mm CLIENTE
C301946_00;100;13;ALTRO;96;49,6;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;TONDA;TingHsin - 100ml Circle bottle;;33;;;123,9;ND;CONVESSA;DIS.CLIENTE
C010839_00;5000;64;ACQUA PIATTA;317;157,9;38mm 3 leads;0;PIATTO;ml;NON DEFINITA;QUADRA;Plastikse - PLASTIKSE_SFL FLEX 2_DIS_5L;;55,1;;0;5184,1;ND;CONVESSA;N000187_84
C010829_01;500;24;SOSTANZA CREMOSA;195;77;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;POLYOAK - 500 ML ALL GOLD;;18;;0;515,7;ND;CONCAVA;38 mm CLIENTE
C301942_00;100;13;ALTRO;100;44;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;;NON DEFINITA;QUADRA;TingHsin - 100ml Square bottle;;33;;;123;ND;NON STANDARD;DIS.CLIENTE
C010832_00;500;23;ALTRO;188;64;38mm 3 leads;0;PIATTO;ml;STRAIGHT WALL;TONDA;PLASTIKSE_SFL FLEX 2_DIS_500ml;;21,1;;0;519,3;SW;NON STANDARD;N000187_84
C010833_00;250;18;ALTRO;140;53,7;38mm 3 leads;0;PIATTO;ml;STRAIGHT WALL;TONDA;PLASTIKSE_SFL FLEX 2_DIS_250ml;;21,5;;0;269,7;SW;NON STANDARD;N000187_84
PC000590_00;65;8;ALTRO;68;29,5;COLLO GENERICO SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;OVALE;PET Verpackungen GmbH Deutschland - Nutracorp 65ml - disegno bottiglia;;23;;PI;272,5;ND;NON STANDARD;DIS.CLIENTE
C300671_06;15000;330;ACQUA PIATTA;486;237,5;55mm NECK FINISH;0;PIATTO;ml;PER DISPENSER;TONDA;SENGONG JILIN - 15L MW BOTTLE;;60;;;15146;PD;CONVESSA;N300175_14
C300671_05;15000;330;ACQUA PIATTA;506;236,1;55mm NECK FINISH;0;PIATTO;ml;PER DISPENSER;TONDA;SENGONG JILIN - 15L MW BOTTLE;;82,8;;;15260;PD;CONVESSA;N300175_14
C300671_07;15000;330;ACQUA PIATTA;486;237,5;55mm NECK FINISH;0;PIATTO;ml;PER DISPENSER;TONDA;SENGONG JILIN - 15L MW BOTTLE;;60;;;15145;PD;CONVESSA;N300175_14
C010631_02;10000;232;ALTRO;337,5;233;COLLO GENERICO SECONDO DIS. CLIENTE;0;NON STANDARD;ml;STACKABLE;RETTANGOLARE;10Lt Stackable for AdBlue;;46,8;;US;10191,3;ST;NON STANDARD;DIS.CLIENTE
C010837_00;1000;35;ALTRO;235,6;92,18;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;QUADRA;GEPACK - TOWER 1000ml 3 cavit«ˇ;;32,4;0;0;1033,7;ND;CONVESSA;38 mm CLIENTE
C301944_00;1000;25,59;BIBITA GASATA;270,06;84;26/22 mm;4,3;PETALOIDE;ml;NON DEFINITA;TONDA;HCCB Goe-1000ml;;49,3;33;;1049,4;ND;CONVESSA;N000311_43
C010829;500;24;;195;77;COLLO 38 mm SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;POLYOAK - 500 ML ALL GOLD;;18;10,5;0;515,7;ND;CONCAVA;38 mm CLIENTE
C010736_01;355;14,5;SUCCO;192;59,5;28mm PCO 1881 HF;0,3;PIATTO;ml;NON DEFINITA;TONDA;URC VIETNAM CO - 355ml Nitro HF bottle;;30,8;20;PI;376,9;ND;CONVESSA;N000051_69
C004661_02;2000;38,23;ACQUA PIATTA;307,4;104,5;COLLO PCO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;SANYU - KFG- 2,0 L;;55,4;;;2073,7;ND;NON STANDARD;PCO-CLIENTE
C010818_00;330;23,5;SUCCO;165;60,4;28mm PCO 1881;0;PIATTO;ml;STRAIGHT WALL;TONDA;SODASTREAM INTERNATIONAL LTD. - Bottiglia 440ml;;42,6;;;363,4;SW;CONVESSA;N000290_12
C010816_00;440;28,5;SUCCO;187;65,11;28mm PCO 1881;0;PIATTO;ml;STRAIGHT WALL;TONDA;SODASTREAM INTERNATIONAL LTD. - Bottiglia 440ml;;47,3;;;486,6;SW;CONVESSA;N000290_12
C010800_01;1250;29;BIBITA GASATA;290,8;86;28mm PCO 1881 ISBT;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;SAN MIGUEL PET EL SALVADOR - Cascada 1.25L, 29g, collo 1881;;47,9;36;;1304,4;ND;CONVESSA;N000264_78
C010671_04;1000;34,5;ISOTONICO;254,06;84,6;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;HEAT SET;TONDA;Bebidas Arcacontinental Ecuador Arcador S.A.- 1000 ml preforma de 34.5 g / 38.1g;;15,41;;PI;1042,9;H;CONICA;DIS.CLIENTE
C010794_01;1000;29;BIBITA GASATA;272,3;79;28mm PCO 1881 ISBT;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;SAN MIGUEL PET EL SALVADOR - Cascada 1L, 29g, collo 1881;;36,9;34;;1023,4;ND;CONVESSA;N000264_78
C010670_04;600;24,2;ISOTONICO;220,81;71,17;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;HEAT SET;TONDA;Bebidas Arcacontinental Ecuador Arcador S.A. - 600 ml preforma de 24,2;;15,41;;PI;634;H;CONICA;DIS.CLIENTE
C010804_01;2000;50,66;BIBITA GASATA;350,8;101,6;28mm PCO 1881 ISBT;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;SAN MIGUEL PET EL SALVADOR - Cascada 2L, 50.7g collo 1881;;36,8;42;;2021,3;ND;CONVESSA;N000264_78
C010669_04;350;22;ISOTONICO;191,56;58;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;HEAT SET;TONDA;Bebidas Arcacontinental Ecuador Arcador S.A. - 350 ml preforma de 22 g;;15,41;;PI;370,7;H;CONICA;DIS.CLIENTE
C010811_01;330;18;LATTE;143;65;COLLO 38 mm SECONDO DIS. CLIENTE;0;PETALOIDE;ml;NON DEFINITA;TONDA;330 ml starbaks - FIBOSA - Company C.F.I.-2001, S.L. (CORPORACI«?N FIBOSA INTERNACIONAL) (Girona);;29,2;;0;362,1;ND;CONVESSA;38 mm CLIENTE
C010644_02;400;17,86;SUCCO;194;65;26/22 mm;1,8;PETALOIDE;ml;HEAT SET;TONDA;Coca Cola Uganda - 400ml NHF - disegno;;36,6;27,72;1;439,1;H;CONVESSA;N000311_13
C010831_00;2000;45;OLIO;272,8;114;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;TONDA;LES HUILERIES DU SOUSS - HUILERIES DE SOUSS: 2L EDIBLE OIL;;44,3;;;2082,5;ND;CONCAVA;DIS.CLIENTE
C010788_00;5000;64;ACQUA PIATTA;356;170;COLLO 38 mm SECONDO DIS. CLIENTE;;PIATTO;ml;NON DEFINITA;RETTANGOLARE;«Åguas das Caldas de Penacova, Lda. - PENACOVA #3 - DIS - 5L;;50,3;;0;1585,8;ND;CONVESSA;38 mm CLIENTE
C010830_00;1500;54;ALTRO;316;93;38mm BERICAP;0;PIATTO;ml;HEAT SET;TONDA;GISAL Stampi KRONES;;17,5;;0;1566,3;H;CONVESSA;N000036_88
PC000585_02;1000;53;OLIO;240,8;83;29 mm FOR EDIBLE OIL VER.009;0;PIATTO;ml;OLIO;TONDA;OLEIFICIO F.LLI PORTARO - 1000ml simil vetro;;15,3;;0;1000;OL;CONVESSA;N200011_00
PC000589_00;5000;120;OLIO;358;158,88;48mm BERICAP 3 LEADS;0,5;PETALOIDE;ml;NON DEFINITA;QUADRA;5lt disegno bottiglia (futuro);;47,9;44;0;5102,6;ND;CONVESSA;N000093_31
C010815_00;946;32,3;OLIO;251,5;86,26;COLLO GENERICO SECONDO DIS. CLIENTE;0;PIATTO;ml;NON DEFINITA;RETTANGOLARE;946ml-redesign RAGASA INDUSTRIAS SA DE CV;;30;;0;972,4;ND;CONVESSA;DIS.CLIENTE
C009016_02;500;24;BIBITA GASATA;238;66,8;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;NON DEFINITA;TONDA;BIG TREE BRANDS - BIG TREE 500 ML CSD ORANGE;;40;25;1;523,4;ND;CONVESSA;DIS.CLIENTE
C010559_04;500;4,95;ACQUA PIATTA;175;68;25mm 3 LEADS;0,2;PETALOIDE;ml;NON DEFINITA;TONDA;500ml UltraLW;;16,3;20;;506,4;ND;CONVESSA;N000199_36
C010828_00;350;20,24;BIBITA GASATA;193,4;59;COLLO GENERICO SECONDO DIS. CLIENTE;4,2;PETALOIDE;ml;CONTOUR MODERN;TONDA;COCA COLA BEVERAGES MALAWI 350 ML COKE - COCA COLA BEVERAGES AFRICA;;34,3;21,5;;366,4;CM;CONCAVA;DIS.CLIENTE
C010731_02;350;20,24;BIBITA GASATA;219,31;57;COLLO GENERICO SECONDO DIS. CLIENTE;3,8;PETALOIDE;ml;MULTIPRODUCT;TONDA;COCA COLA BEVERAGES AFRICA - CCBA (Malawi) - Coca Cola Malawi 350ml Energy Drink;;39,5;19,8;;368,5;MP;CONVESSA;DIS.CLIENTE
C010825_00;600;11,8;ACQUA PIATTA;209;72;COLLO GENERICO SECONDO DIS. CLIENTE;0,5;PETALOIDE;ml;NON DEFINITA;TONDA;600ML-FLORDECA«?A-XTRA6-MOLDES Y DISE«?O DE BOTELLA;;32,2;23,5;PI;621,4;ND;CONVESSA;DIS.CLIENTE
C010824_00;250;23;ALTRO;164,6;51;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 250 ml - disegno bottiglia - Ho.bag srl;;34,3;;0;279;SW;NON STANDARD;N000011_33
C010823_00;200;21;ALTRO;156,2;47;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 200 ml - disegno bottiglia - Ho.bag srl;;32,7;;0;224,9;SW;NON STANDARD;N000011_33
C010822_00;150;16;ALTRO;140;43;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 150 ml - disegno bottiglia - Ho.bag srl;;29,2;;0;168,7;SW;NON STANDARD;N000011_33
C010820_00;100;12;ALTRO;120;39;24 mm SP 410;0;PIATTO;ml;STRAIGHT WALL;TONDA;SUBLIME 100 ml - disegno bottiglia - Ho.bag srl;;29,5;;0;118,1;SW;NON STANDARD;N000011_33
C010787_02;625;46,5;ISOTONICO;186,2;86;38mm BERICAP;0;NON STANDARD;ml;HEAT SET;QUADRA;CORPORACION LINDLEY S.A. - 625 ml proyecto Fleshlyte cuello 38mm;;17,83;;0;637,1;H;CONVESSA;N000187_00
C010972_00;187;19;VINO;178,6;46;22mm SINGLE THREAD;;PIATTO;ml;NON DEFINITA;TONDA;BOTTIGLIA VINO 187ML - ERMON SRL - HNN (NEGUSE);;26;;0;192,9;ND;CONVESSA;N000017_05
C301939_01;750;80;ALTRO;295;76,2;28mm PCO 1810;0;NON STANDARD;ml;NON DEFINITA;TONDA;Hesheng FLAT BASE BOTTLE - 750ml;;;;;791;ND;CONCAVA;N000013_86
