Region;Country;City;Altitude;Tmin;Tmax;Twb;Voltage;Frequency;Tollerance;Elec_Norm;Press_Norm;ISO
AF1 - North Africa;Algeria;Adrar;280;-2,7;49,5;27,9;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Annaba Rabah Bitat;5;-1,1;46,1;30,4;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Arzew;4;1,9;40,3;32,2;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Batna;822;-8,5;44;27,5;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Bechar;811;-4,3;45,5;26;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Bejaia Soummam Abane Ramdane;6;-2;44,2;28,7;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Biskra;88;-0,6;48,6;31,6;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Bordj-Bou-Arreridj;957;-5,5;41,8;26,2;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Bouchekif;989;-9,3;42,9;27,6;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Chelff;141;-1,5;46,2;28,5;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Constantine Boudiaf ;690;-6,8;44,8;26,2;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Dar El Beida;25;-1,8;45;29,9;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Djanet Tiska;968;-5,5;43,1;23;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;El Golea;398;-4,5;48,1;30,4;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;El-Bayadh;1347;-9,1;40,2;20,7;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Ghardaia Noumerat;461;-0,6;47,3;28,6;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Ghriss;514;-5,1;44,7;28;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Guemar;62;-1,2;51,2;29,8;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Hassi Messaoud;141;-2;51,4;32,4;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Illizi Takhamalt;542;-2,6;47,2;31,2;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;In Amenas;563;-4,8;46;31,8;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;In-Salah;269;-1,6;49,3;31,2;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Jijel Ferhat Abbas;11;1,9;44,7;29,1;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Laghouat;765;-6,1;44,2;28,1;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Mascara-Matemore;476;-5,4;44,6;27,1;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Mostaganem;138;-1,9;44,5;28,8;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Oran ;90;-2,4;42,6;28,7;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Ouargla;150;-2,1;50,2;29,1;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Saida;752;-8,6;43,1;27;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Setif Ain Arnat;1050;-8,2;42,3;28,1;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Skikda;7;1,6;45,1;29,5;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Tamanrasset;1364;-2,8;42,5;22,1;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Tebessi;811;-5,5;43,4;29,8;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Timimoun;313;-3,5;49,4;26,6;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Tindouf;443;-1,5;48,9;25,4;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Tizi-Ouzou;153;-2,2;45,2;28,6;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Touggourt;85;-2,1;50;29,4;380;50;10;CE;PED;DZ
AF1 - North Africa;Algeria;Zenata;248;-2,5;46;28,4;380;50;10;CE;PED;DZ
AF1 - North Africa;Egypt;Alexandria ;-2;1,1;43,1;29;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Assiut;235;-0,1;48,4;26,3;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Aswan ;202;1,2;47,8;26,9;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Bahariya;130;1,3;47,4;25,6;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Baltim;2;1,8;40,4;30,2;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Cairo ;116;1,1;45,1;28,3;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Dabaa;18;4,2;45,2;29,6;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Dakhla;117;-0,6;47,5;27,8;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;El Arish ;37;-0,3;44,2;30,4;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;El Tor;35;3,9;43,9;32,5;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Farafra;78;-0,9;47,4;25,5;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Hurghada ;16;5,9;44,8;30;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Ismailia;13;1,1;44,4;29,7;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Kharga;73;-0,3;50,1;29,4;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Luxor ;90;-0,2;48,9;28,7;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Mersa Matruh;29;3,5;45,2;29,2;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Minya;37;-0,8;47,5;30,6;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Nekhel;403;-6,5;43,5;29,1;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Port Said;6;5,2;40;30,9;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Port Said El Gamil;6;3,8;39,9;29,8;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Quseer;11;7,2;42,1;31,9;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Ras Abu Rudeis;8;0,6;45,2;31,8;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Ras Sedr;16;2,4;43,9;29,7;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Sharm El Sheikh ;45;6,5;46;32;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;Siwa;-15;0,7;46;27,5;400;50;10;CE;PED;EG
AF1 - North Africa;Egypt;South Valley University;96;2,6;46,3;28,2;400;50;10;CE;PED;EG
AF1 - North Africa;Libya;Benina ;132;1,3;44,9;33,4;400;50;10;CE;PED;LY
AF1 - North Africa;Libya;Misrata;32;1,6;46,3;31,9;400;50;10;CE;PED;LY
AF1 - North Africa;Libya;Sirte;14;5,4;46,9;31,4;400;50;10;CE;PED;LY
AF1 - North Africa;Libya;Tripoli ;80;-0,9;47,9;33,8;400;50;10;CE;PED;LY
AF1 - North Africa;Mauritania;Nouadhibou ;5;6,9;41,4;33;400;50;10;CE;PED;MR
AF1 - North Africa;Mauritania;Nouakchott;2;7,5;46,8;33;400;50;10;CE;PED;MR
AF1 - North Africa;Morocco;Agadir Al Massira ;76;-0,4;50,7;26,1;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Al Hoceima ;27;-0,5;37,9;27,5;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Beni-Mellal;472;-3,5;45,6;26,9;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Casablanca Anfa;62;0,9;40,2;28;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Casablanca Mohammed V ;200;-2,2;47;30;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Errachidia Moulay Ali Cherif;1045;-4,8;42,3;27,4;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Fes-Saiss;579;-5;44,8;31,4;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Inezgane;27;0,2;48,7;29,6;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Marrakech Menara;468;-1,9;47,6;28,4;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Meknes Bassatine;576;-3,5;45,1;30,8;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Midelt;1515;-7,9;39,1;23,7;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Nador ;177;-1,7;43,3;28,9;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Ouarzazate;1153;-5,2;42,2;23,4;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Oujda Angads;468;-4,4;46,3;29,6;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Rabat Sale ;84;-1;46,3;30,1;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Safi;45;1;45,7;25,8;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Tangier Ibn Batouta;19;-2;41,3;25,8;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Taza;510;-3,4;44,9;27,2;380;50;10;CE;PED;MA
AF1 - North Africa;Morocco;Tetouan Sania Ramel;3;-0,5;40,4;28,9;380;50;10;CE;PED;MA
AF1 - North Africa;Tunisia;Djerba Zarzis ;6;2,5;46,9;31,2;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Gabes;8;0;47,9;30,7;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Gafsa-Ksar ;323;-3,9;47;27,2;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Jendouba;144;-3;48;35,2;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Kairouan;68;-0,7;48,3;30,3;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Kelibia;30;1,6;39,7;28,6;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Monastir Habib Bourguiba ;3;0,6;48,5;29,6;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Monastir-Skanes;2;1,1;47;29,7;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Sfax Thyna ;26;0,3;46,9;30,3;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Sidi Ahmed;6;-0,9;45,3;31,8;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Tabarka;70;-0,9;46,8;29;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Thala;1092;-5,3;40,6;24,2;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Tozeur Nefta ;88;-0,1;49;29,9;400;50;10;CE;PED;TN
AF1 - North Africa;Tunisia;Tunis-Carthage ;7;0,5;46,6;28,6;400;50;10;CE;PED;TN
AF2 - Central Africa;Benin;Cotonou Cajehoun;6;16,7;37,8;32,9;400;50;10;CE;PED;BJ
AF2 - Central Africa;Benin;Kandi;292;11,6;44,4;31,3;400;50;10;CE;PED;BJ
AF2 - Central Africa;Benin;Parakou;393;14,3;41,4;30,2;400;50;10;CE;PED;BJ
AF2 - Central Africa;Burkina Faso;Ouagadougou ;316;11,9;43,4;35;380;50;10;CE;PED;BF
AF2 - Central Africa;Cameroon;Douala;10;16,4;35,9;33;400;50;10;CE;PED;CM
AF2 - Central Africa;Cape Verde;Amilcar Cabral ;54;11,1;34;28,2;380;50;10;CE;PED;CV
AF2 - Central Africa;Central African Republic;Bangui M'Poko ;368;11,4;39,9;31,2;400;50;10;CE;PED;CF
AF2 - Central Africa;Chad;N'Djamena ;295;6,2;46;33,4;400;50;10;CE;PED;TD
AF2 - Central Africa;Congo;Brazzaville Maya Maya ;319;14,6;37,3;31,2;400;50;10;CE;PED;CD
AF2 - Central Africa;Congo;Pointe Noire;17;15,8;36,2;29,4;400;50;10;CE;PED;CD
AF2 - Central Africa;Gabon;Libreville ;12;18,9;36;32;400;50;10;CE;PED;GA
AF2 - Central Africa;Gambia;Banjul ;29;2,9;43;34,2;400;50;10;CE;PED;GM
AF2 - Central Africa;Ivory Coast;Abidjan;6;13,3;38,7;31,4;400;50;10;CE;PED;CI
AF2 - Central Africa;Kenya;Eldoret ;2116;3,4;32,6;21,3;415;50;10;CE;PED;KE
AF2 - Central Africa;Kenya;Garissa;148;8,7;41;34;415;50;10;CE;PED;KE
AF2 - Central Africa;Kenya;Kisumu;1209;7,7;37,7;30,6;415;50;10;CE;PED;KE
AF2 - Central Africa;Kenya;Lodwar;523;11,4;40,2;30,3;415;50;10;CE;PED;KE
AF2 - Central Africa;Kenya;Mombasa ;61;9,2;38,2;33,7;400;50;10;CE;PED;KE
AF2 - Central Africa;Kenya;Nairobi Jomo Kenyatta ;1624;5,8;34,4;23,5;415;50;10;CE;PED;KE
AF2 - Central Africa;Madagascar;Ivato;1280;3;33,6;27,6;380;50;10;CE;PED;MG
AF2 - Central Africa;Madagascar;Mahajanga Amborovy;27;14,5;38;29,8;380;50;10;CE;PED;MG
AF2 - Central Africa;Madagascar;Taolagnaro;9;10,7;35;29,3;380;50;10;CE;PED;MG
AF2 - Central Africa;Madagascar;Toamasina;7;13,8;38,6;30,1;380;50;10;CE;PED;MG
AF2 - Central Africa;Mali;Bamako-Senou ;380;6,7;43,3;36;380;50;10;CE;PED;ML
AF2 - Central Africa;Mauritius;Plaine Corail;30;14,4;33,7;29;400;50;10;CE;PED;MU
AF2 - Central Africa;Mauritius;Sir Seewoosagur Ramgoolam;57;12,8;34,2;28,8;400;50;10;CE;PED;MU
AF2 - Central Africa;Mauritius;Vacoas;425;9;31,2;28,8;400;50;10;CE;PED;MU
AF2 - Central Africa;Niger;Gaya;202;10,9;45,1;32,4;380;50;10;CE;PED;NE
AF2 - Central Africa;Niger;Maine-Soroa;338;7,9;45,2;32,5;380;50;10;CE;PED;NE
AF2 - Central Africa;Niger;Niamey Diori Hamani ;223;9,5;45,4;30,3;380;50;10;CE;PED;NE
AF2 - Central Africa;Niger;Zinder;462;9,1;45,9;30,4;380;50;10;CE;PED;NE
AF2 - Central Africa;R‚union;St Denis Gillot;20;12,6;33,9;28,2;400;50;10;CE;PED;RE
AF2 - Central Africa;Senegal;Kaolack;8;9,9;45,7;34,5;380;50;10;CE;PED;SN
AF2 - Central Africa;Senegal;Leopold Sedar Senghor ;26;12,9;39,8;30,8;380;50;10;CE;PED;SN
AF2 - Central Africa;Senegal;Linguere;21;9,8;47,4;32,9;380;50;10;CE;PED;SN
AF2 - Central Africa;Senegal;Matam;25;10;47,1;32,8;380;50;10;CE;PED;SN
AF2 - Central Africa;Senegal;Saint Louis;3;9,4;45;34;380;50;10;CE;PED;SN
AF2 - Central Africa;Senegal;Tambacounda;49;11,2;45,9;32,7;380;50;10;CE;PED;SN
AF2 - Central Africa;Senegal;Ziguinchor;23;9,5;43;35,3;380;50;10;CE;PED;SN
AF2 - Central Africa;Tanzania;Kilimanjaro ;894;8,6;37,9;26,6;400;50;10;CE;PED;TZ
AF2 - Central Africa;Togo;Lome-Tokoin;22;17,9;39,1;30,4;380;50;10;CE;PED;TG
AF3 - South Africa;Botswana;Francistown;1001;-6;40,9;31;400;50;10;CE;PED;BW
AF3 - South Africa;Botswana;Letlhakane;985;-2,4;40,5;26;400;50;10;CE;PED;BW
AF3 - South Africa;Botswana;Maun;943;0,9;41,8;26,6;400;50;10;CE;PED;BW
AF3 - South Africa;Botswana;Sir Seretse Khama ;1006;-5,3;41;27,6;400;50;10;CE;PED;BW
AF3 - South Africa;Namibia;Windhoek Eros;1725;-2,3;39,9;25;400;50;10;CE;PED;NA
AF3 - South Africa;South Africa;Alexander Bay;30;2,7;41,6;27,5;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Beaufort West;899;-1,7;40,6;28,1;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Bethlehem;1695;-9;33,7;21,5;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Bloemfontein ;1359;-10,3;38,6;28;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Calvinia;991;-5,5;40,6;23,4;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Cape Agulhas;14;6,7;32,8;23,4;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Cape Columbine;67;5,6;33,9;24,2;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Cape Point;238;5,3;36,3;23;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Cape Town ;46;-0,6;38,6;24,9;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Charters Creek;9;3,1;39,3;30,8;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;De Aar;1287;-5,9;39,1;22,2;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Durban ;10;3,9;37,6;27,3;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;East London;133;2,3;40,3;28,6;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Ermelo;1766;-4,8;32;21,5;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;George;198;2,1;40,6;24,8;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Greytown;1029;-4,1;37,4;27,1;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Hermanus;14;6,5;32,3;24,3;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Johannesburg ;1694;-6;32,9;23,8;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Kimberley;1204;-8,3;39,7;25,8;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Knysna;54;3,2;38,2;26,1;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Koingnaas;99;1,4;40,6;23,9;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Langebaanweg;33;0,4;42,3;24,2;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Mafikeng ;1274;-4,6;37,6;25,1;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Margate;154;8,1;34,1;27,8;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Marion Island;22;-4,7;21,3;17,4;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Mokopane;1097;-1,6;38,3;23,5;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Mossel Bay;59;5,7;36;24,6;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Mount Edgecombe;94;4,8;37,1;32,3;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Noupoort;1496;-8,2;36,6;21,2;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Phalaborwa;407;1,5;42,2;28,7;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Pietersburg;1222;-1,6;37,2;22,7;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Port Edward;12;6,7;34,9;27,9;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Port Elizabeth ;69;-0,7;39,7;26;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Pretoria;1322;-1,7;37,6;24,7;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Pretoria Irene;1500;-3,5;34,6;26;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Springbok;820;-0,7;39,9;23;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Struisbaai;4;-1;30,7;24,1;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Upington;851;-5;43,4;25,9;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Vereeniging;1481;-8,3;39,7;33;400;50;10;CE;PED;ZA
AF3 - South Africa;South Africa;Vioolsdrif;168;1,4;47,5;27,9;400;50;10;CE;PED;ZA
AF3 - South Africa;Zimbabwe;Harare ;1490;0,7;35,8;24,3;380;50;10;CE;PED;ZW
CA - Turkey;Azerbaijan;Ganja;330;-12,5;41,3;24,5;400;50;10;CE;PED;AZ
CA - Turkey;Azerbaijan;Heydar Aliyev ;3;-11;40;32,2;400;50;10;CE;PED;AZ
CA - Turkey;Azerbaijan;Lankaran;-12;-9,1;39,2;32,2;400;50;10;CE;PED;AZ
CA - Turkey;Azerbaijan;Nakhchivan;873;-27,7;43,8;21,7;400;50;10;CE;PED;AZ
CA - Turkey;Georgia;Akhaltsikhe;989;-23,4;38,6;25,4;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Batumi;32;-4,6;38,4;29,2;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Bolnisi;534;-14,5;39;29,6;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Kutaisi;114;-4,8;41,7;28,2;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Pasanauri;1070;-19,5;36,4;26,1;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Sokhumi;13;-7,9;35,3;26,1;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Tbilisi;495;-12,7;40,1;33,5;400;50;10;CE;PED;GE
CA - Turkey;Georgia;Telavi;542;-14,8;40,6;27,7;400;50;10;CE;PED;GE
CA - Turkey;Turkey;Adana Incirlik;66;-5,3;43,3;29,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Adana Sakirpasa;20;-5;43,3;30,2;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Afyonkarahisar;1012;-26,2;39,1;24,2;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Akhisar;80;-9,3;43,4;27,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Alanya;6;0,5;39,3;30,7;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Ankara Central;891;-17,8;41,1;22,2;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Ankara Etimesgut;809;-19,2;40,1;24,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Ankara Guvercinlik;823;-18,2;39,3;24,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Antalya;54;-4;44,2;29,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Aydin;56;-4,9;43,9;30;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Balikesir;104;-15,2;42,9;25,2;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Bandirma;52;-11,3;42,1;27;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Bilecik;539;-21,1;40,4;24,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Bingol;1177;-22,5;41,4;25,4;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Bodrum Bahceyakasi;62;-3,4;43,4;28;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Bolu;743;-20,3;38,8;25,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Bursa;100;-12,9;41,6;30,5;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Canakkale;7;-8,4;38,2;27,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Cengiz Topel;56;-9,2;41,8;28,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Corlu;179;-12,5;38,5;25,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Corum;776;-23,1;41,1;23,7;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Dalaman;6;-2,8;44,1;28,4;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Denizli;425;-8,8;43,2;25,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Diyarbakir;686;-21,2;44,9;30;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Edirne;51;-13,6;41,9;27,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Elazig;892;-20,4;42,7;25,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Erzincan;1153;-29;39,3;26,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Erzurum;1757;-37,9;36,5;23,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Esenboga;953;-25,4;39,6;22,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Eskisehir;787;-20,5;39,3;27,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Finike;2;-1;42,8;29,5;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Gaziantep Oguzeli;706;-11,2;43,7;30;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Gokceada;72;-8,2;38,3;28,4;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Golcuk Dumlupinar;18;-6,3;40,8;27,6;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Inebolu;64;-8,7;34,5;27,4;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Iskenderun;8;1,2;38,8;29,6;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Isparta;991;-15,9;38,6;24,7;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Isparta Suleyman Demirel;864;-15,5;40,9;22,5;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Istanbul Ataturk;50;-10,4;37,6;27,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Izmir Adnan Menderes;126;-8,8;43;25,5;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Izmir Cigli;5;-7,2;44,4;32;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Kapodokya;945;-23,8;41,4;21,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Kars;1795;-33,9;35,4;23,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Kayseri;1056;-27,3;39,8;23,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Kirikkale;748;-17,2;42,2;27,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Kirsehir;1007;-25,7;40,1;24,7;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Konya;1031;-22,8;39,4;23,2;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Malatya Erhac;862;-22,2;42,8;28,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Merzifon;536;-21,6;41,8;25,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Milas Bodrum;7;-5;43,6;26,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Mugla;646;-8;41,8;26,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Samsun;4;-4,5;36,8;28;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Samsun Carsamba;7;-9,5;36,8;27;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Sanliurfa;452;-5,8;45,4;30,6;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Sinop;32;-4,8;32,1;28,1;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Sivas;1596;-28;39;23,3;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Tekirdag;3;-10,7;38,2;29,9;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Tokat;608;-20,7;41,4;25,2;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Trabzon;32;-3,2;35,1;27,5;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Usak;919;-14,4;38,8;23,5;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Van;1670;-19,7;35,1;26,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Yenisehir;239;-20,3;41,3;25,8;400;50;10;CE;PED;TR
CA - Turkey;Turkey;Zonguldak;137;-6,4;37,3;28;400;50;10;CE;PED;TR
E1 - West Europe;Austria;Aigen Ennstal;649;-26;35,1;23,9;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Allentsteig;607;-21,5;35,8;24,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Alpinzentrum Rudolfshuette;2310;-25,6;26;17,1;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Amstetten;271;-22,3;36,6;25,6;400;50;10;CE;PED;AT
E1 - West Europe;Austria;Arriach;892;-18,4;33,1;23,3;400;50;10;CE;PED;AT
