Region;Country;City;Altitude;Tmin;Tmax;Twb;Voltage;Frequency;Tollerance;Elec_Norm;Press_Norm;ISO
NA - North America;Canada;Royal Island;329;-42,1;35,2;27,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sable Island;5;-15;25,3;23,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sachs Harbour Climate;88;-46,8;23,3;22,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sagona Island;60;-19;25,8;23,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Saint John;109;-31;32,9;23,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sainte-Foy U Laval;91;-33,5;35;27,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Salmon Arm Cs;351;-29,2;38,7;26,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sandspit;6;-9,5;26,5;20;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sarnia;181;-26,4;37,1;28,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sarnia Climate;181;-26,2;36,9;28,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sartine Island;112;-7,5;25,3;17,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Saskatoon ;504;-43,9;38,3;25,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Saskatoon Kernen Farm;510;-40,5;39,5;26,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Saturna Island Cs;24;-9,1;31,5;23,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sault Ste Marie;192;-37,2;33,8;26,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Schefferville;517;-45,2;30,4;23,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Schuler Agdm;800;-37,8;37,3;25,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Scott Cda;660;-43;38,5;25,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sept-Iles;53;-38,5;29,4;21,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Seven Persons Agdm;766;-37,9;37,5;23,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Shawinigan;110;-34,3;36,4;27,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Shearwater;44;-27,3;32,5;26,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Shearwater Jetty;6;-22,9;36,6;25,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Shepherd Bay;43;-53,4;26,2;19;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sherbrooke;241;-40;33,5;27;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sheringham Point;7;-9;31,7;21,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Shingle Point;49;-46,2;29,5;20,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Shoal Lake Cs;561;-42,3;35;28,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Simcoe;241;-25,8;36,9;28,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sioux Lookout;383;-42,5;36;25,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sisters Island;20;-5,5;29,1;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Slave Lake;583;-44,4;33,8;22,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Smithers;523;-37;35,4;24,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Smoky Lake Agdm;680;-46,6;35,1;23,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Solander Island;92;-7,5;29;19,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Southeast Shoal;195;-20,4;32,9;27,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Southend;344;-47,3;35,2;24,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sparwood Cs;1137;-36,8;35,4;20,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Spirit River Station;1015;-38,6;33,1;20,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Spiritwood West;584;-45,1;36,6;25,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sprague;329;-46,2;34,8;31,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Springbank;1201;-43,6;32,6;20,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Squamish;54;-14,4;37,2;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St Anthony;12;-31,6;27,3;20,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St John'S ;141;-22,1;30,2;24,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St John'S West Cda Cs;114;-19,7;32,4;25;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St Leonard;242;-34,1;33,7;25,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St Leonard Cs;245;-35,8;34,5;26;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St Paul Agcm;649;-45,4;33;23,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St Peters;30;-23,8;32;24,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St Stephen;26;-34,6;35,7;27,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St-Anicet 1;49;-36,8;36;29,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Stavely Aafc;1364;-36;33,8;23,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Ste Agathe Des Monts;395;-35;33;24,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Ste-Anne-De-Bellevue 1;39;-32,9;34,8;28;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Ste-Clothilde-De-Chateauguay;53;-38,1;35,7;27,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Stephenville;25;-27,2;29,5;25,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Stettler Agdm;795;-38,4;35,4;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;St-Jovite;239;-41,7;35,5;26,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Stony Rapids;244;-48,4;35,2;23,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Strathmore Agdm;967;-34,5;33,7;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sudbury;348;-37,6;35,6;25,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Summerland Cs;454;-21,9;39,1;22,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Summerside;12;-27,9;33,1;25,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sundre;1114;-46;35,6;34,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Swan River Rcs;335;-40,4;35,8;27,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Swift Current;817;-39,9;37,3;25,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Swift Current Cda;825;-39,2;37,7;25,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sydney;62;-26,6;33,8;25,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Sydney Cs;63;-23,6;33,1;24,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Tadoule Lake Cs;262;-40,1;32;21,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Taloyoak;27;-48,1;22,5;16,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Tatlayoko Lake Rcs;875;-36,6;35,4;21,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Terra Nova Natl Park Cs;107;-24,8;33,7;25,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Terrace;217;-24,6;36;22,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Teslin;705;-48,6;32,5;19,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;The Pas;270;-42,2;35,5;26,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Thetford Mines Rcs;430;-35;31,5;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Thompson;224;-47,8;35,7;24,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Thomsen River;42;-50,5;27,2;19,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Three Hills;857;-39,9;35,9;25,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Thunder Bay;199;-40,6;36,1;26,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Thunder Bay Cs;199;-41;35,6;26,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Timmins;295;-43,9;36,4;24,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Tomahawk Agdm;814;-39;34,9;23,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Toronto Billy Bishop;77;-24,7;36,5;28,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Toronto Buttonville;198;-30,6;38,2;28,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Toronto City;113;-25,4;37,9;28,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Toronto Pearson ;173;-27,5;37,8;28,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Tracadie;67;-25,2;32,9;25,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Trail Valley;85;-44,2;32,1;21,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Trenton;86;-33,1;35,3;28;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Triple Island;21;-10,9;20,5;17,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Trois-Rivieres;6;-33,3;33,9;26,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Trout Lake;498;-47,1;32;20,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Trowbridge;218;-33,3;30,5;21,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Truro;40;-32,3;32,3;25,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Tuktoyaktuk;5;-45;30,7;22,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Tuktut Nogait;552;-44,2;26,1;18,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Twillingate;92;-20,7;31,2;23,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Two Hills Agdm;678;-40,9;34,6;23,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Upper Stewiacke Rcs;24;-31,2;33,3;27,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Upsala;489;-45,4;33,5;25,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Uranium City;318;-47,8;33,2;21,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Val Marie Southeast;796;-44,3;39,9;24,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Valcartier;168;-43,8;33,7;27,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Val-D'Or;337;-42,9;34,9;25,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Valleyview Agdm;698;-43,5;35,5;21,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vancouver ;4;-14;31,7;23,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vancouver Harbour Cs;3;-9,4;32,5;22;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Varennes;18;-33,9;35,6;28,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vauxhall Cda Cs;779;-42,1;39,7;26,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vegreville;639;-46,6;34,9;25,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vermilion Agdm;623;-41,7;34,9;23,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vernon;482;-28,2;40;26,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Victoria ;20;-10,7;35;22,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Victoria Beach;220;-37,9;36,9;27,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Victoria Gonzales Cs;61;-9,9;34,9;22,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Victoria Hartland Cs;154;-10,3;35,9;24,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Victoria Marine;32;-14;27,8;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Victoria University Cs;60;-9,6;34,7;23,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Vineland Station Rcs;79;-23;37,1;28,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Violet Grove Cs;914;-39,3;33,9;23,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wabush;551;-43,7;31,7;22,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wainwright Cfb Airfield 21;686;-43;38,3;23,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Warfield Rcs;567;-23,1;40,7;22,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wasagaming;627;-45,5;34,8;27,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Waskesiu Lake;569;-41,9;34,4;23;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Waterton Park Gate;1289;-45,2;35,5;21,2;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Watrous East;526;-44,2;37,2;26,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Watson Lake;690;-54,1;32,7;19,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wawa;287;-40,8;30,7;24,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Welcome Island;211;-34,5;30,7;25,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Welland-Pelham;178;-30,5;34;26,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;West Vancouver;170;-12,9;35,6;22,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Western Head;10;-24,1;34,8;28;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Western Islands;191;-26;30,2;24,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Weyburn;589;-43;39,1;27,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Whistler Nesters;659;-21,8;37,8;20,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;White Rock Campbell Sci;13;-12,3;34,3;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Whitecourt;785;-43,5;33;22,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Whitehorse;706;-47,5;32,4;18,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wiarton;222;-30,9;33,6;26,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Williams Lake;940;-40,3;34,2;19,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Willow Creek 1;1370;-42,8;32,9;17,9;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Windsor;190;-24,8;37,9;29;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Winnipeg ;239;-40,7;37,3;27,7;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Winnipeg The Forks;230;-35,5;36,6;27,5;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Winterland;29;-20,9;28,9;23;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wreckhouse;32;-20,4;29,6;23,3;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wrentham Agdm;944;-38;36,9;24;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Wynyard;560;-42;36,3;26,8;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Yarmouth;43;-21;28,6;24,1;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Yellowknife;206;-46,6;31,7;20,6;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Yoho Park;1602;-41;31,6;19,4;575;60;10;TSSA;CSA;CA
NA - North America;Canada;Yorkton;498;-43,1;36;28,3;575;60;10;TSSA;CSA;CA
NA - North America;Colorado;Aspen-Pitkin County;2353;-30,4;33,4;18;480;60;10;UL;ASME;US
NA - North America;Colorado;Buck Davis Field;1805;-24,5;41,9;24,7;480;60;10;UL;ASME;US
NA - North America;Colorado;Buckley;1726;-29;39,3;21,4;480;60;10;UL;ASME;US
NA - North America;Colorado;Butts Aaf;1779;-29,3;37,9;20,3;480;60;10;UL;ASME;US
NA - North America;Colorado;Centennial;1793;-28,5;38,3;22,9;480;60;10;UL;ASME;US
NA - North America;Colorado;Colorado Plains Regional;1421;-29,2;41;25,1;480;60;10;UL;ASME;US
NA - North America;Colorado;Colorado Springs Municipal;1884;-28,8;37,4;21,7;480;60;10;UL;ASME;US
NA - North America;Colorado;Comanche Natl Grassland;1336;-26,5;41,5;22,5;480;60;10;UL;ASME;US
NA - North America;Colorado;Cortez Municipal;1801;-26,5;38,7;29,4;480;60;10;UL;ASME;US
NA - North America;Colorado;Craig-Moffat County;1887;-39;37,9;19,9;480;60;10;UL;ASME;US
NA - North America;Colorado;Denver;1650;-29,9;39,6;20,7;480;60;10;UL;ASME;US
NA - North America;Colorado;Denver Stapleton;1612;-32,1;40,2;21,9;480;60;10;UL;ASME;US
NA - North America;Colorado;Durango-La Plata County;2033;-30,7;36,8;19,4;480;60;10;UL;ASME;US
NA - North America;Colorado;Eagle County Regional;1980;-31,6;36;18,1;480;60;10;UL;ASME;US
NA - North America;Colorado;Fort Collins Loveland Muni;1529;-28,7;39,8;21,7;480;60;10;UL;ASME;US
NA - North America;Colorado;Grand Junction Regional;1481;-25,7;40,9;21,1;480;60;10;UL;ASME;US
NA - North America;Colorado;Greeley-Weld County;1432;-32,4;40,5;23,3;480;60;10;UL;ASME;US
NA - North America;Colorado;Gunnison-Crested Butte Regl;2337;-36,1;32,6;16,7;480;60;10;UL;ASME;US
NA - North America;Colorado;Kit Carson County;1278;-27,3;41,1;23,5;480;60;10;UL;ASME;US
NA - North America;Colorado;La Junta 17 Wsw;1337;-31;41,9;22,9;480;60;10;UL;ASME;US
NA - North America;Colorado;La Junta Municipal;1278;-27,8;43,5;22,8;480;60;10;UL;ASME;US
NA - North America;Colorado;Lamar Municipal;1129;-30,5;43,6;26,3;480;60;10;UL;ASME;US
NA - North America;Colorado;Leadville;3027;-32,7;27,6;15,7;480;60;10;UL;ASME;US
NA - North America;Colorado;Limon Municipal;1635;-30,8;39,2;21,9;480;60;10;UL;ASME;US
NA - North America;Colorado;Meeker;1940;-36,6;36,8;19,3;480;60;10;UL;ASME;US
NA - North America;Colorado;Montrose Regional;1744;-25,1;41,1;25,8;480;60;10;UL;ASME;US
NA - North America;Colorado;Perry Stokes;1750;-29,3;39,2;21,6;480;60;10;UL;ASME;US
NA - North America;Colorado;Pueblo Memorial;1439;-30,8;41,2;21,9;480;60;10;UL;ASME;US
NA - North America;Colorado;Rifle Garfield County;1683;-28,6;39,4;19,7;480;60;10;UL;ASME;US
NA - North America;Colorado;San Luis Valley Regional;2296;-37,7;34,4;18,6;480;60;10;UL;ASME;US
NA - North America;Colorado;Telluride Regional;2771;-26,2;31,3;16,3;480;60;10;UL;ASME;US
NA - North America;Colorado;Yampa Valley Regional;2012;-31,6;35,8;19,2;480;60;10;UL;ASME;US
NA - North America;Connecticut;Bradley;58;-24,1;39,1;29,2;480;60;10;UL;ASME;US
NA - North America;Connecticut;Danbury Municipal;139;-23,8;37,6;27,6;480;60;10;UL;ASME;US
NA - North America;Connecticut;Groton-New London;3;-20,6;36,3;27,5;480;60;10;UL;ASME;US
NA - North America;Connecticut;Hartford-Brainard;6;-20,5;39,6;32,2;480;60;10;UL;ASME;US
NA - North America;Connecticut;Igor Sikorsky Memorial;2;-19,2;38,8;27,4;480;60;10;UL;ASME;US
NA - North America;Connecticut;Meriden Markham Municipal;31;-24,3;39,1;27,4;480;60;10;UL;ASME;US
NA - North America;Connecticut;Tweed-New Haven;1;-20,7;37,7;27,6;480;60;10;UL;ASME;US
NA - North America;Connecticut;Waterbury-Oxford;221;-23,7;36,2;27,2;480;60;10;UL;ASME;US
NA - North America;Connecticut;Windham;75;-24,5;37,9;30,1;480;60;10;UL;ASME;US
NA - North America;Delaware;Delaware Bay Buoy 44009;0;-11,4;30,6;28,8;480;60;10;UL;ASME;US
NA - North America;Delaware;Delaware Coastal;16;-15,5;39,5;28;480;60;10;UL;ASME;US
NA - North America;Delaware;Dover;9;-17,1;39,4;29;480;60;10;UL;ASME;US
NA - North America;Delaware;New Castle;24;-18,1;39;29,8;480;60;10;UL;ASME;US
NA - North America;Florida;Albert Whitted;2;-2,2;37;30,4;480;60;10;UL;ASME;US
NA - North America;Florida;Apalachicola Regional;6;-6,6;38,6;29,5;480;60;10;UL;ASME;US
NA - North America;Florida;Bob Sikes;58;-11,3;40;28,9;480;60;10;UL;ASME;US
NA - North America;Florida;Canaveral Buoy;0;2,8;32;28,4;480;60;10;UL;ASME;US
NA - North America;Florida;Canaveral East Buoy;0;7,9;31,6;28,9;480;60;10;UL;ASME;US
NA - North America;Florida;Cape Canaveral Afs;3;-3,2;37,4;29,5;480;60;10;UL;ASME;US
NA - North America;Florida;Cecil Field;25;-8,8;38,5;29,7;480;60;10;UL;ASME;US
NA - North America;Florida;Cedar Key;2;-4,7;33,7;29,7;480;60;10;UL;ASME;US
NA - North America;Florida;Craig Municipal;13;-5,7;38,3;30,4;480;60;10;UL;ASME;US
NA - North America;Florida;Cross City;12;-9,2;38,6;30,4;480;60;10;UL;ASME;US
NA - North America;Florida;Daytona Beach;10;-4,6;37,6;30,4;480;60;10;UL;ASME;US
NA - North America;Florida;Destin Executive;7;-7,5;37,6;29,4;480;60;10;UL;ASME;US
NA - North America;Florida;Destin Fort Walton Beach;27;-9,3;39;29,8;480;60;10;UL;ASME;US
NA - North America;Florida;East Gulf Buoy 42003;0;11,3;32,4;29,9;480;60;10;UL;ASME;US
NA - North America;Florida;Everglades City 5 Ne;1;-3;37,2;28,2;480;60;10;UL;ASME;US
NA - North America;Florida;Florida Keys Marathon;2;4,7;37,2;29,3;480;60;10;UL;ASME;US
NA - North America;Florida;Ft Lauderdale Executive;4;0,9;36,5;30;480;60;10;UL;ASME;US
NA - North America;Florida;Ft Lauderdale Hollywood;3;1,2;38,5;31,8;480;60;10;UL;ASME;US
NA - North America;Florida;Gainesville Regional;38;-8,2;39,7;29,5;480;60;10;UL;ASME;US
NA - North America;Florida;Hernando County;24;-9,1;37,2;30,6;480;60;10;UL;ASME;US
NA - North America;Florida;Homestead;2;-0,3;36;29,3;480;60;10;UL;ASME;US
NA - North America;Florida;Hurlburt Field;12;-12,3;38,3;30,7;480;60;10;UL;ASME;US
NA - North America;Florida;Jacksonville;8;-7,4;38,9;28,6;480;60;10;UL;ASME;US
NA - North America;Florida;Jacksonville Nas;6;-6,7;39,9;32;480;60;10;UL;ASME;US
NA - North America;Florida;Keaton Beach;2;-6,7;34,5;28,2;480;60;10;UL;ASME;US
NA - North America;Florida;Kennedy Space Center;3;-2,8;37,8;29,9;480;60;10;UL;ASME;US
NA - North America;Florida;Key West;1;6;36,8;29,1;480;60;10;UL;ASME;US
NA - North America;Florida;Key West Nas;2;6,2;36;31,3;480;60;10;UL;ASME;US
NA - North America;Florida;Leesburg;24;-4,4;38,1;29;480;60;10;UL;ASME;US
NA - North America;Florida;Luke Offshore Buoy;0;-0,1;34;28,9;480;60;10;UL;ASME;US
NA - North America;Florida;Macdill;4;-3,9;36,5;29,5;480;60;10;UL;ASME;US
NA - North America;Florida;Marianna Municipal;34;-9,1;41;28,7;480;60;10;UL;ASME;US
NA - North America;Florida;Mayport Naf;5;-5,5;39;33;480;60;10;UL;ASME;US
NA - North America;Florida;Miami;9;1,7;36,5;29,3;480;60;10;UL;ASME;US
NA - North America;Florida;Miami Executive;3;-1,6;38,8;30,8;480;60;10;UL;ASME;US
NA - North America;Florida;Miami Opa Locka;3;0,8;36,2;30,6;480;60;10;UL;ASME;US
NA - North America;Florida;Naples Municipal;3;-0,2;36,5;29,4;480;60;10;UL;ASME;US
NA - North America;Florida;North Perry;3;0,5;39,5;29;480;60;10;UL;ASME;US
NA - North America;Florida;Orlando;27;-4;37,3;29,1;480;60;10;UL;ASME;US
NA - North America;Florida;Orlando Executive;33;-3,8;37,9;29,9;480;60;10;UL;ASME;US
NA - North America;Florida;Orlando Sanford;17;-3,9;38,2;28,6;480;60;10;UL;ASME;US
NA - North America;Florida;Page Field;5;-1,5;37,2;29,4;480;60;10;UL;ASME;US
NA - North America;Florida;Palm Beach;6;-0,6;36,3;29,3;480;60;10;UL;ASME;US
NA - North America;Florida;Panama City Bay County;6;-6,7;38,9;30,6;480;60;10;UL;ASME;US
NA - North America;Florida;Pensacola;34;-8,2;39,1;32,4;480;60;10;UL;ASME;US
NA - North America;Florida;Pensacola Buoy;0;1,5;32;29,7;480;60;10;UL;ASME;US
NA - North America;Florida;Pensacola Nas;9;-8,2;39,8;33;480;60;10;UL;ASME;US
NA - North America;Florida;Perry Foley;14;-10,2;38,4;28,7;480;60;10;UL;ASME;US
NA - North America;Florida;Pompano Beach Airpark;6;1;38,1;29,4;480;60;10;UL;ASME;US
NA - North America;Florida;Punta Gorda;8;-3;37,6;29;480;60;10;UL;ASME;US
NA - North America;Florida;Sarasota Bradenton;9;-3,5;37,9;31;480;60;10;UL;ASME;US
NA - North America;Florida;Sombrero Key;0;5,3;33,6;30,7;480;60;10;UL;ASME;US
NA - North America;Florida;Southwest Florida;10;-2,9;37,4;31,2;480;60;10;UL;ASME;US
NA - North America;Florida;St Augustine;0;-5,1;37,1;28,8;480;60;10;UL;ASME;US
NA - North America;Florida;St Lucie County;7;-3,7;37,2;28,9;480;60;10;UL;ASME;US
NA - North America;Florida;St Pete-Clearwater;3;-3,6;36,2;32;480;60;10;UL;ASME;US
NA - North America;Florida;Tallahassee Regional;17;-9,5;40,1;30;480;60;10;UL;ASME;US
NA - North America;Florida;Tampa;6;-3,5;36,4;30,4;480;60;10;UL;ASME;US
NA - North America;Florida;The Villages;27;-4,5;37,1;29;480;60;10;UL;ASME;US
NA - North America;Florida;Tyndall;5;-8;38,5;32,1;480;60;10;UL;ASME;US
NA - North America;Florida;Venice;0;-2,1;34,2;29,6;480;60;10;UL;ASME;US
NA - North America;Florida;Vero Beach Regional;9;-2,8;37,6;29,6;480;60;10;UL;ASME;US
NA - North America;Florida;West Tampa Buoy;0;2,2;31,8;28,4;480;60;10;UL;ASME;US
NA - North America;Florida;Whiting Field Nas North;61;-9,1;39,7;30,2;480;60;10;UL;ASME;US
NA - North America;Florida;Whiting Field Nas South;54;-9,2;41;28,9;480;60;10;UL;ASME;US
NA - North America;Florida;Winston Field;741;-15;43;27;480;60;10;UL;ASME;US
NA - North America;Florida;Winter Haven Municipal;45;-4,2;39,9;28,3;480;60;10;UL;ASME;US
NA - North America;Georgia;Athens Ben Epps;239;-14,9;40,9;30,4;480;60;10;UL;ASME;US
NA - North America;Georgia;Atlanta Hartsfield-Jackson;313;-14,3;39,7;28;480;60;10;UL;ASME;US
NA - North America;Georgia;Atlanta Regional;243;-14,6;39,3;28,9;480;60;10;UL;ASME;US
NA - North America;Georgia;Augusta Regional;40;-12,3;41,5;29,1;480;60;10;UL;ASME;US
NA - North America;Georgia;Bacon County;59;-8,9;40,3;28,5;480;60;10;UL;ASME;US
NA - North America;Georgia;Brooks County;34;-4,2;44,9;31,5;480;60;10;UL;ASME;US
NA - North America;Georgia;Brunswick 23 S;8;-6,2;38,2;28;480;60;10;UL;ASME;US
NA - North America;Georgia;Brunswick Golden Isles;8;-9,9;39,5;37,1;480;60;10;UL;ASME;US
NA - North America;Georgia;Cartersville;233;-15,7;40,1;27,9;480;60;10;UL;ASME;US
NA - North America;Georgia;Cherokee County;206;-10,4;40;27,4;480;60;10;UL;ASME;US
NA - North America;Georgia;Dalton Municipal;216;-14,9;38,6;32,4;480;60;10;UL;ASME;US
NA - North America;Georgia;Daniel Field;129;-10,4;41,5;27,4;480;60;10;UL;ASME;US
