commessa;model;matricola;region;country;branch;customer;yearmachine;yearstp;codmould;codbottle;LITRI
0L303;SFL 4/4;2607;E1 - West Europe;ITALIA;SIPA WEST EUROPE;GRUPPO OLEARIO PORTARO S.R.L.;2017;2025;10098260/00;C010634_00;0,75
0L303;SFL 4/4;2607;E1 - West Europe;ITALIA;SIPA WEST EUROPE;GRUPPO OLEARIO PORTARO S.R.L.;2017;2025;10098252;C010904_00;0,99
0L450;SFL 6/6;2895;AF3 - South Africa;SUDAFRICA;SIPA SOUTH AFRICA;NORMANDIEN FARMS (PTY) LTD.;2019;2025;10098280;C010909_00;2
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10098229;C010905_01;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10098208;C010908_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10097821;C010855_01;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10097804;C010847_01;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096789;C010727_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096757;C010732_00;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096699;C010733_00;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10097601;C010837_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096543;C010684_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10097293/00;C010797_00;0,2
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;31184417/00;C010556_02;0,37
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10097070/00;C010457_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096883;C009602_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096543/00;C010684_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096789;C010727_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096790;C010707_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096785;C010730_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096312;C010633_01;0,36
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095902;C010613_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096757;C010732_00;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096699;C010733_00;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095449/00;C010565_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095564/00;C010556_01;0,37
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096544/00;C010682_00;0,2
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10088367;C010036_00;0,5
0L535;SFL EVO 4/3 XL X;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096424;C010656_00;0,09
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096312/00;C010633_01;0,36
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096286/00;C010625_00;0,625
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10096129/00;C010620_01;0,4
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095902/00;C010613_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095914/00;C010457_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095441/00;C010562_01;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;20492661/00;C010061_01;0,1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10084924;C009548_00;0,355
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10095449;C010565_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2025;10094446;C010541_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094614/00;C010554_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094579;C010542.00;0,8
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094446;C010541_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10092252;C010376_01;0,4
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094322;C010285_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094270/00;C010515_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094156;C010239_02;0,9
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10094059;C010417_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10093857;C010483_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10093497;C010459_01;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10093527;C010466_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10093508;C010457_00;0,25
0L535;SFL 4/3 XL;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10093482/00;C010088_02;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10093476;C010417_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10092703/00;C010406_00;0,35
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10092313;C010389_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10092252;C010376_01;0,4
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10092074/00;C010360_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10088506/01;C010049_00;0,45
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;20485822;C010357_00;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10088194/01;C010014_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10091290;C010285_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10091248;C010259_02;0,18
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10089501;C010133_01;0,1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10091156;C010239_01;0,9
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;1009110700;C010261_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10091118;C010259_01;0,18
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10091091/00;C010250_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10090195;C010088_01;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;20481916/00;C010144_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10090027/00;C010203_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10089897;C010159_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10089742/00;C010091_01;9
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10089501;C010133_01;0,1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10089489;C010144_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10086420/00;C009814_01;0,7
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2024;10089308;C010122_00;0,22
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088864/00;C010100_01;0,33
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20478475;C010061_01;0,1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088838/00;C009988_01;0,5
0L535;SFL 4/3 XL;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20477652;C010048_00;0,9
0L535;SFL 4/3 XL;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20112297;C010002_02;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088805/00;C010058_01;0,175
0L535;SFL 4/3 XL;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20112295;C010004_02;0,42
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088506;C010049_00;0,45
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088367;C010036_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088194/00;C010014_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10088108;C009983_01;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20471198/01;C009804_02;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10087917;C009982_00;0,9
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10085977/00;C009757_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10084312;C009602_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10087712;C009951_01;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20471187/01;C009806_03;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10087306;C009912_00;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10085088;C009602_00;1
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20471198/00;C009804_02;0,75
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;20471187;C009806_03;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10086558/00;C009828_00;1,6
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10086420/00;C009814_01;0,7
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10086137/00;C009790_00;2
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10081603;C009369_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10085977;C009757_00;0,25
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10082536;C009510_02;3
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2023;10085309/00;C009653_00;0,5
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2022;10085286/00;C009623_00;0,9
0L535;SFL EVO 4/3 XL N;3085;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2021;2022;10085260/00;C009620_00;0,5
0L129;SFL 6/4 L;2209;AF1 - North Africa, France, Belgium & Luxembourg;ALGERIA;SIPA NORTH AFRICA;AFIA INTERNATIONAL ALGERIA SPA;2018;2024;10089575;C010108_02;5
0L091;SFL 6/6;2132;AF1 - North Africa, France, Belgium & Luxembourg;FRANCIA;SIPA WEST EUROPE;SERIOPLAST LAVARDAC S.A.S.;2011;2025;10098020/00;C010754_01;0,05
0L091;ciblab SF 6/4;2132;AF1 - North Africa, France, Belgium & Luxembourg;FRANCIA;SIPA WEST EUROPE;SERIOPLAST LAVARDAC S.A.S.;2011;2025;20497124;C010769_00;0,05
0L091;SFL 6/6;2132;AF1 - North Africa, France, Belgium & Luxembourg;FRANCIA;SIPA WEST EUROPE;SERIOPLAST LAVARDAC S.A.S.;2011;2025;10096508/00;C010447_01;0,05
0L091;SFL 6/6;2132;AF1 - North Africa, France, Belgium & Luxembourg;FRANCIA;SIPA WEST EUROPE;SERIOPLAST LAVARDAC S.A.S.;2011;2023;10086871;C009830_02;0,125
0R281;XTRA 6;2974;E1 - West Europe;ITALIA;SIPA WEST EUROPE;ITALCHIMICA SRL;2021;2025;10098017;C010775_01;1
0R281;XTRA 6;2974;E1 - West Europe;ITALIA;SIPA WEST EUROPE;ITALCHIMICA SRL;2021;2025;10097881;C010850_00;0,3
0R281;XTRA 6;2974;E1 - West Europe;ITALIA;SIPA WEST EUROPE;ITALCHIMICA SRL;2021;2025;10095149;C010424_01;0,595
0R281;XTRA 6;2974;E1 - West Europe;ITALIA;SIPA WEST EUROPE;ITALCHIMICA SRL;2021;2024;10091807;C010109_03;0,6
0R036;SFR 20 EVO 2;2073;AF1 - North Africa, France, Belgium & Luxembourg;ALGERIA;SIPA NORTH AFRICA;SPA ATLAS BOTTLING CORPORATION ABCPEPSI;2012;2023;10085954;C301734_00;0,33
0R031;SFR 8;2066;E3 - East Europe;FEDERAZIONERUSSA;SIPA RUSSIA;BLAGO BARNAUL LLC;2011;2025;10122643;C010290_01;1
0R072;SFR 20;2188;SA1 - Mexico;MEXICO;SIPA MEXICO & ANDINA;ALPLA MEXICO;2014;2025;10097877/00;C010834_00;0,3
0R072;SFR 20 EVO;2188;SA1 - Mexico;MEXICO;SIPA MEXICO & ANDINA;ALPLA MEXICO;2014;2024;10091566;C200360_11;0,6
0R072;SFR 20 EVO;2188;SA1 - Mexico;MEXICO;SIPA MEXICO & ANDINA;ALPLA MEXICO;2014;2024;10091510;C007776_01;0,6
0R072;SFR 20 EVO;2188;SA1 - Mexico;MEXICO;SIPA MEXICO & ANDINA;ALPLA MEXICO;2014;2024;10091541/00;C007779_01;0,355
0R072;SFR 20 EVO;2188;SA1 - Mexico;MEXICO;SIPA MEXICO & ANDINA;ALPLA MEXICO;2014;2024;10091445/00;C007778_01;0,355
0R158;SFR 20 EVO 3 SIN;2441;AF1 - North Africa, France, Belgium & Luxembourg;ALGERIA;SIPA NORTH AFRICA;SPA ATLAS BOTTLING CORPORATION ABCPEPSI;2017;2023;10085907;C301734_00;0,33
0R158;SFR 20 EVO 3 SIN;2441;AF1 - North Africa, France, Belgium & Luxembourg;ALGERIA;SIPA NORTH AFRICA;SPA ATLAS BOTTLING CORPORATION ABCPEPSI;2017;2023;10085900;C301732_00;0,25
0R298;XTRA 6;3087;SA4 - Andina Region & Caribe;NICARAGUA;SIPA MEXICO & ANDINA;OMEGA Packing Inc.;2022;2025;10097873;C010825_00;0,6
0R298;XTRA 6;3087;SA4 - Andina Region & Caribe;NICARAGUA;SIPA MEXICO & ANDINA;OMEGA Packing Inc.;2022;2023;10086330;C009381_00;1,5
0R298;XTRA 6;3087;SA4 - Andina Region & Caribe;NICARAGUA;SIPA MEXICO & ANDINA;OMEGA Packing Inc.;2022;2023;10086228;C009380_02;0,6
0L569;SFL EVO 6/4 XXL X;3180;ME - Middle East;ARABIASAUDITA;SIPA MIDDLE EAST;REST WATER A.L.C.;2023;2023;10085280;C009522_00;12
0L569;SFL EVO 6/4 XXL X;3180;ME - Middle East;ARABIASAUDITA;SIPA MIDDLE EAST;REST WATER A.L.C.;2023;2023;10085403;C009521_02;5
0L241;SFL 6/6 XXL;2496;ME - Middle East;ARABIASAUDITA;SIPA MIDDLE EAST;ABAR HAIL WATER;2017;2024;10094484;C009825_06;5
0L241;SFL 6/6 XXL;2496;ME - Middle East;ARABIASAUDITA;SIPA MIDDLE EAST;ABAR HAIL WATER;2017;2024;10091216;C009825_04;5
0L277;SFL EVO 6/6 XXL X;2553;AF1 - North Africa, France, Belgium & Luxembourg;MAROCCO;SIPA NORTH AFRICA;LES HUILERIES DU SOUSS BELHASSAN H.S.B.SARL;2016;2025;10097809;C010831_00;2
0L277;SFL 6/6 XXL;2553;AF1 - North Africa, France, Belgium & Luxembourg;MAROCCO;SIPA NORTH AFRICA;LES HUILERIES DU SOUSS BELHASSAN H.S.B.SARL;2016;2025;10096226;C010473_00;10
0L277;ciblab SF 1S;2553;AF1 - North Africa, France, Belgium & Luxembourg;MAROCCO;SIPA NORTH AFRICA;LES HUILERIES DU SOUSS BELHASSAN H.S.B.SARL;2016;2024;20489310;C010473_00;10
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2025;10086382;C009818_00;0,5
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2025;10088486;C010056_00;0,8
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2025;20492516/00;C010577_01;0,06
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2024;20490923/00;C010513_00;0,5
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2024;10092249/00;C010387_00;0,75
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2024;20112183/01;C009484_00;0,5
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2024;10090180;C010025_00;0,357
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10088486;C010056_00;0,8
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10087000/03;C009891_00;0,75
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10088354;C010025_00;0,357
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10087376/00;C009922_00;0,97
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10087000;C009891_00;0,75
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10086979;C009889_00;1
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10086382/00;C009818_00;0,5
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;20468720/00;C009629_01;0,75
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;10085719/00;C009720_00;0,357
0L582;SFL 4/4 WM;3213;E1 - West Europe;PORTOGALLO;SIPA WEST EUROPE;GEPACK SA;2023;2023;20112184/01;C009485_00;0,5
0R262;ciblab SFR EVO;2907;SA4 - Andina Region & Caribe;PERU';SIPA MEXICO & ANDINA;ARCA CONTINENTAL LINDLEY S.A;2019;2025;10097747/00;C010716_03;0,625
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2025;10097714;C201250_01;0,375
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2024;20487957;C201251_00;0,2
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2023;10088513,1;C201268_00;0,187
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2023;10088385/00;C201251_00;0,2
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2023;10083392/00;C201212_00;0,187
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2023;10083398;C201216_00;0,2
0L054;SFL 6/6;2044;NA - North America;STATIUNITI;SIPA NORTH AMERICA;AMCOR RIGID PLASTICS;2011;2023;10083627;C201220_00;0,375
0L498;SFL 4/3 XL;3024;FE2 - Rest of Far East & Oceania;PHILIPPINES;SIPA FAR EAST;PHILIPPINE BOTTLING BEVERAGE MANUFACTURING CORP.;2023;2025;10122460;C010407_00;3
0R304;XTRA 24 SIN;3025;FE2 - Rest of Far East & Oceania;MYANMAR(BIRMANIA);SIPA FAR EAST;S.S. L COMPANY LIMITED;2022;2023;10121512;C301829_00;0,5
0R304;XTRA 24 SIN;3025;FE2 - Rest of Far East & Oceania;MYANMAR(BIRMANIA);SIPA FAR EAST;S.S. L COMPANY LIMITED;2022;2023;10121498_00;C009986_03;0,42
0R304;XTRA 24 SIN;3025;FE2 - Rest of Far East & Oceania;MYANMAR(BIRMANIA);SIPA FAR EAST;S.S. L COMPANY LIMITED;2022;2023;10088511;C009952_01;0,18
0L381;SFL 6/6;2770;AF3 - South Africa;SUDAFRICA;SIPA SOUTH AFRICA;AL BUHAIRA INTERNATIONAL TRADING;2019;2025;10097702;C010809_00;5
0R156;ciblab SFR STD;2429;E1 - West Europe;ITALIA;SIPA WEST EUROPE;NOCERA UMBRA FONTI STORICHE S.P.A.;2015;2025;10097704;C010760_01;2
0R156;SFR 16 EVO 2 SIN;2429;E1 - West Europe;ITALIA;SIPA WEST EUROPE;NOCERA UMBRA FONTI STORICHE S.P.A.;2015;2024;10091748;C007377_06;1
